ID,Task Name,Bucket Name,Phase,Progress,Priority,Notes
ST-249,ST-249 Research Lepus.,STC · L — Alphabetical Batch II,STC — The 88 IAU Constellations,Not started,Medium,
ST-250,ST-250 Produce Constellation Dataset Batch 2.,STC · L — Alphabetical Batch II,STC — The 88 IAU Constellations,Not started,Medium,
ST-251,ST-251 Research Libra.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-252,ST-252 Research Lupus.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-253,ST-253 Research Lynx.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-254,ST-254 Research Lyra.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-255,ST-255 Research Mensa.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-256,ST-256 Research Microscopium.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-257,ST-257 Research Monoceros.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-258,ST-258 Research Musca.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-259,ST-259 Research Norma.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-260,ST-260 Research Octans.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-261,ST-261 Research Ophiuchus.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-262,ST-262 Research Orion.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-263,ST-263 Research Pavo.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-264,ST-264 Research Pegasus.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-265,ST-265 Research Perseus.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-266,ST-266 Research Phoenix.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-267,ST-267 Research Pictor.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-268,ST-268 Research Pisces.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-269,ST-269 Research Piscis Austrinus.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-270,ST-270 Research Puppis.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-271,ST-271 Research Pyxis.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-272,ST-272 Research Reticulum.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-273,ST-273 Research Sagitta.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-274,ST-274 Research Sagittarius.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-275,ST-275 Produce Constellation Dataset Batch 3.,STC · M — Alphabetical Batch III,STC — The 88 IAU Constellations,Not started,Medium,
ST-276,ST-276 Research Scorpius.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-277,ST-277 Research Sculptor.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-278,ST-278 Research Scutum.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-279,ST-279 Research Serpens.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-280,ST-280 Research Sextans.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-281,ST-281 Research Taurus.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-282,ST-282 Research Telescopium.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-283,ST-283 Research Triangulum.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-284,ST-284 Research Triangulum Australe.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-285,ST-285 Research Tucana.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-286,ST-286 Research Ursa Major.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-287,ST-287 Research Ursa Minor.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-288,ST-288 Research Vela.,STC · N — Alphabetical Batch IV,STC — The 88 IAU Constellations,Not started,Medium,
ST-289,ST-289 Research Virgo.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-290,ST-290 Research Volans.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-291,ST-291 Research Vulpecula.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-292,ST-292 Create constellation boundary dataset.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-293,ST-293 Create constellation-season mapping dataset.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-294,ST-294 Create brightest-star-to-constellation index.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-295,ST-295 Create constellation deep-sky-object index.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-296,ST-296 Build constellation knowledge graph.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-297,ST-297 Build educational constellation narration package.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-298,ST-298 Build observer guide dataset.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-299,ST-299 Validate all 88 constellation entries.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-300,ST-300 Produce Complete IAU Constellation Reference v1.,STC · O — Remaining IAU constellations + integration,STC — The 88 IAU Constellations,Not started,Medium,
ST-301,ST-301 Research the origins of ancient astronomy.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-302,ST-302 Research prehistoric sky observation.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-303,ST-303 Document early lunar calendars.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-304,ST-304 Research ancient solar calendars.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-305,ST-305 Research megalithic astronomy.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-306,ST-306 Document Stonehenge astronomical theories.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-307,ST-307 Research Nabta Playa sky alignments.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-308,ST-308 Research early constellation development.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-309,ST-309 Document ancient seasonal sky tracking.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-310,ST-310 Research agriculture-driven astronomy.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-311,ST-311 Research star-based migration traditions.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-312,ST-312 Research astronomy and navigation origins.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-313,ST-313 Document naked-eye observing techniques.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-314,ST-314 Research emergence of zodiac systems.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-315,ST-315 Document development of celestial mapping.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-316,ST-316 Research astronomy in early civilizations.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-317,ST-317 Create timeline of ancient astronomy.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-318,ST-318 Build ancient-sky knowledge graph.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-319,ST-319 Create educational history narrative.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-320,ST-320 Produce Ancient Astronomy Dataset v1.,STD · P — Ancient astronomy foundations,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-321,ST-321 Research Babylonian astronomy.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-322,ST-322 Research Sumerian sky traditions.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-323,ST-323 Research Assyrian astronomical records.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-324,ST-324 Document MUL.APIN star catalog.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-325,ST-325 Research Babylonian constellation origins.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-326,ST-326 Research ancient Egyptian astronomy.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-327,ST-327 Research Sirius and Nile flooding traditions.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-328,ST-328 Document Egyptian decan systems.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-329,ST-329 Research pyramid astronomical alignments.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-330,ST-330 Research Greek astronomy origins.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-331,ST-331 Document Hipparchus contributions.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-332,ST-332 Research Ptolemy and the Almagest.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-333,ST-333 Research Greek constellation mythology.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-334,ST-334 Document Greek celestial sphere concepts.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-335,ST-335 Research Hellenistic sky mapping.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-336,ST-336 Create Mesopotamian-to-Greek lineage map.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-337,ST-337 Build mythological relationship graph.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-338,ST-338 Create educational mythology summaries.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-339,ST-339 Validate historical source consistency.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-340,ST-340 Produce Mediterranean Astronomy Dataset v1.,"STD · Q — Mesopotamian, Egyptian & Greek traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-341,ST-341 Research ancient Chinese astronomy.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-342,ST-342 Document Chinese sky divisions.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-343,ST-343 Research Twenty-Eight Mansions.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-344,ST-344 Research Chinese star catalogs.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-345,ST-345 Document Chinese supernova observations.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-346,ST-346 Research Chinese comet records.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-347,ST-347 Research Indian astronomy origins.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-348,ST-348 Document Nakshatra systems.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-349,ST-349 Research Vedic astronomy.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-350,ST-350 Research ancient Indian observatories.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-351,ST-351 Research traditional Japanese astronomy.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-352,ST-352 Document Japanese star lore.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-353,ST-353 Research Korean astronomy history.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-354,ST-354 Document Korean sky records.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-355,ST-355 Research East Asian constellation systems.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-356,ST-356 Compare East Asian and Western skies.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-357,ST-357 Build East Asian sky knowledge graph.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-358,ST-358 Create cultural astronomy educational content.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-359,ST-359 Validate cross-cultural constellation mappings.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-360,ST-360 Produce Asian Astronomy Dataset v1.,"STD · R — Chinese, Indian, Japanese & Korean astronomy","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-361,ST-361 Research Polynesian wayfinding astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-362,ST-362 Document Polynesian navigation stars.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-363,ST-363 Research Polynesian star compasses.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-364,ST-364 Research Māori astronomy traditions.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-365,ST-365 Research Aboriginal Australian astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-366,ST-366 Document Aboriginal sky stories.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-367,ST-367 Research Indigenous North American astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-368,ST-368 Research Maya astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-369,ST-369 Research Aztec astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-370,ST-370 Research Inca astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-371,ST-371 Research Arabic astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-372,ST-372 Document Arabic star naming traditions.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-373,ST-373 Research Islamic Golden Age astronomy.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-374,ST-374 Document Arabic celestial navigation.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-375,ST-375 Research historical transmission of star names.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-376,ST-376 Compare Indigenous sky systems.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-377,ST-377 Build world sky traditions knowledge graph.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-378,ST-378 Create navigation-culture educational content.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-379,ST-379 Validate cultural astronomy dataset.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-380,ST-380 Produce Global Sky Cultures Dataset v1.,"STD · S — Indigenous, Polynesian & Arabic sky traditions","STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-381,ST-381 Research celestial navigation fundamentals.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-382,ST-382 Document latitude determination by stars.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-383,ST-383 Research historical ocean navigation.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-384,ST-384 Research Age of Exploration star navigation.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-385,ST-385 Document sextant usage principles.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-386,ST-386 Research chronometer history.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-387,ST-387 Document longitude determination.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-388,ST-388 Research navigation star catalogs.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-389,ST-389 Research Polaris navigation methods.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-390,ST-390 Research Southern Cross navigation methods.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-391,ST-391 Research Pacific navigation techniques.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-392,ST-392 Research Arctic navigation traditions.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-393,ST-393 Research desert navigation traditions.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-394,ST-394 Document astronomical timekeeping history.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-395,ST-395 Research observatory development history.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-396,ST-396 Create celestial-navigation timeline.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-397,ST-397 Build navigation knowledge graph.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-398,ST-398 Create educational navigation simulations.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-399,ST-399 Validate historical navigation references.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-400,ST-400 Produce Human Navigation Dataset v1.,STD · T — Celestial navigation & human exploration,"STD — Cultural Astronomy, Navigation & Human Sky Knowledge",Not started,Medium,
ST-401,ST-401 Design astronomy knowledge graph architecture.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-402,ST-402 Define celestial entity schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-403,ST-403 Define stellar object schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-404,ST-404 Define constellation schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-405,ST-405 Define deep-sky object schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-406,ST-406 Define mythology schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-407,ST-407 Define culture schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-408,ST-408 Define navigation schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-409,ST-409 Define educational content schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-410,ST-410 Define narration content schema.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-411,ST-411 Create star-to-constellation relationships.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-412,ST-412 Create star-to-star relationships.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-413,ST-413 Create constellation-to-constellation relationships.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-414,ST-414 Create mythology-to-constellation relationships.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-415,ST-415 Create culture-to-sky relationships.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-416,ST-416 Create navigation-to-star relationships.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-417,ST-417 Build graph validation framework.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-418,ST-418 Build graph export pipeline.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-419,ST-419 Create graph visualization specification.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-420,ST-420 Produce Astronomy Knowledge Graph v1.,STE · U — Astronomy knowledge graph core,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-421,ST-421 Design astronomy learning framework.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-422,ST-422 Create beginner astronomy pathway.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-423,ST-423 Create intermediate astronomy pathway.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-424,ST-424 Create advanced astronomy pathway.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-425,ST-425 Create stellar evolution lesson sequence.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-426,ST-426 Create constellation discovery sequence.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-427,ST-427 Create sky-navigation lesson sequence.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-428,ST-428 Create mythology learning sequence.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-429,ST-429 Create culture comparison lesson sequence.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-430,ST-430 Create observational astronomy curriculum.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-431,ST-431 Create child-friendly astronomy module.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-432,ST-432 Create teen astronomy module.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-433,ST-433 Create adult astronomy module.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
ST-434,ST-434 Create educator resource package.,STE · V — Educational systems,STE — Astronomy Intelligence Platform,Not started,Medium,
